metric,mean_pre,ci_pre_low,ci_pre_high,mean_post,ci_post_low,ci_post_high,diff_post_minus_pre,p_value
gap_polkw,0.6558333333333334,0.4474791666666667,0.8508749999999997,-0.002083333333333317,-0.14062499999999997,0.1390625,-0.6579166666666667,2.2393292866335106e-05
gap_totalkw,5.264166666666666,4.384979166666667,6.1493125,2.8463541666666665,2.005703125,3.6377604166666644,-2.4178124999999997,0.0005594986675857032
gap_polshare,0.01777303443638407,0.0008608702955259196,0.0373089332478443,-0.014632406444443996,-0.02380156754603961,-0.005543650911095217,-0.03240544088082807,0.006380682667406
adjusted_gap_resid,0.22555127706510897,0.028607596741074083,0.4279775765768008,-0.1409695481656931,-0.2747342747747132,0.0005615315090610787,-0.3665208252308021,0.007378522713519164
adj_ratio,0.018694282843314678,0.00427447982932736,0.03375120566737292,-0.015288342094139972,-0.0258868046594568,-0.004389064132134779,-0.03398262493745465,0.0011318887008529433
