year,keyword,score_logodds,count_top,count_rest,p_top,p_rest,delta
1998,usa,1.8069066840079673,2,3,0.006802721088435374,0.0012014417300760913,0.005601279358359282
1998,military,1.8069066840079673,2,3,0.006802721088435374,0.0012014417300760913,0.005601279358359282
1998,california,1.6047363949174893,5,9,0.017006802721088437,0.003604325190228274,0.013402477530860163
1998,daughter,1.5551912934121468,2,4,0.006802721088435374,0.0016019223067681217,0.005200798781667252
1998,fbi,1.5551912934121468,2,4,0.006802721088435374,0.0016019223067681217,0.005200798781667252
1998,action_hero,1.526561003524689,3,6,0.01020408163265306,0.0024028834601521826,0.007801198172500878
1998,los_angeles,1.3830587146758946,3,7,0.01020408163265306,0.002803364036844213,0.007400717595808848
1998,based_on_true_story,1.3541194747998118,2,5,0.006802721088435374,0.002002402883460152,0.004800318204975222
1998,new_york_city,1.145866562396935,3,9,0.01020408163265306,0.003604325190228274,0.006599756442424786
1998,conspiracy,1.043161817173317,2,7,0.006802721088435374,0.002803364036844213,0.00399935705159116
1998,musical,1.043161817173317,2,7,0.006802721088435374,0.002803364036844213,0.00399935705159116
1998,london,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,pregnancy,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,dystopia,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,airplane,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,16th_century,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,dog,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,remake,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,hero,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
1998,superhero,1.0409526970499163,1,4,0.003401360544217687,0.0016019223067681217,0.0017994382374495652
