year,keyword,count_all,N,pol_total,rate_all,share_within_political,count_hit,rate_hit,N_all,N_hit,N_rest,count_rest,rate_rest,gap_rate,ratio_rate
1972,martial_law,1,43,62,0.023255813953488372,0.016129032258064516,1.0,0.14285714285714285,43,7,36,0.0,0.0,0.14285714285714285,
1972,mental_asylum,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,monopoly,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,one_man_army,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,police,7,43,62,0.16279069767441862,0.11290322580645161,1.0,0.14285714285714285,43,7,36,6.0,0.16666666666666666,-0.023809523809523808,0.8571428571428571
1972,police_inspector,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,political_campaign,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,political_candidate,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,political_unrest,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,politics,2,43,62,0.046511627906976744,0.03225806451612903,0.0,0.0,43,7,36,2.0,0.05555555555555555,-0.05555555555555555,0.0
1972,prison,2,43,62,0.046511627906976744,0.03225806451612903,0.0,0.0,43,7,36,2.0,0.05555555555555555,-0.05555555555555555,0.0
1972,prisoner_of_war,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,race_riot,1,43,62,0.023255813953488372,0.016129032258064516,1.0,0.14285714285714285,43,7,36,0.0,0.0,0.14285714285714285,
1972,racism,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,racist,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,rookie_cop,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,second_war,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,secret_service,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,sexual_revolution,1,43,62,0.023255813953488372,0.016129032258064516,1.0,0.14285714285714285,43,7,36,0.0,0.0,0.14285714285714285,
1972,soviet_union,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,strike,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,terrorism,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,war,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,war_crimes,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,women's_prison,1,43,62,0.023255813953488372,0.016129032258064516,0.0,0.0,43,7,36,1.0,0.027777777777777776,-0.027777777777777776,0.0
1972,world_war_ii,3,43,62,0.06976744186046512,0.04838709677419355,0.0,0.0,43,7,36,3.0,0.08333333333333333,-0.08333333333333333,0.0
1973,arbitrary_law,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,asylum,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,bad_cop,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,bank_heist,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,bank_robber,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,bank_robbery,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,cia,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,cold_war,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,communist,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,corrupt_cop,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,corruption,7,40,75,0.175,0.09333333333333334,1.0,0.08333333333333333,40,12,28,6.0,0.21428571428571427,-0.13095238095238093,0.3888888888888889
1973,crisis_of_faith,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,debt,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,espionage,3,40,75,0.075,0.04,0.0,0.0,40,12,28,3.0,0.10714285714285714,-0.10714285714285714,0.0
1973,fbi,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,good_cop_bad_cop,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,government,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,great_depression,2,40,75,0.05,0.02666666666666667,1.0,0.08333333333333333,40,12,28,1.0,0.03571428571428571,0.047619047619047616,2.3333333333333335
1973,greed,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,gun_battle,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,insane_asylum,2,40,75,0.05,0.02666666666666667,0.0,0.0,40,12,28,2.0,0.07142857142857142,-0.07142857142857142,0.0
1973,kgb,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,labor_camp,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,law_student,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,maverick_cop,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,midlife_crisis,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,military_police,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,military_veteran,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,police,5,40,75,0.125,0.06666666666666667,2.0,0.16666666666666666,40,12,28,3.0,0.10714285714285714,0.05952380952380952,1.5555555555555556
1973,police_brutality,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,police_chief,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,police_corruption,2,40,75,0.05,0.02666666666666667,1.0,0.08333333333333333,40,12,28,1.0,0.03571428571428571,0.047619047619047616,2.3333333333333335
1973,police_operation,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,police_vigilantism,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,political_assassination,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,politics,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,prison,2,40,75,0.05,0.02666666666666667,1.0,0.08333333333333333,40,12,28,1.0,0.03571428571428571,0.047619047619047616,2.3333333333333335
1973,prison_break,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,prison_brutality,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,prison_escape,3,40,75,0.075,0.04,1.0,0.08333333333333333,40,12,28,2.0,0.07142857142857142,0.011904761904761904,1.1666666666666667
1973,prison_sentence,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,revolution,2,40,75,0.05,0.02666666666666667,1.0,0.08333333333333333,40,12,28,1.0,0.03571428571428571,0.047619047619047616,2.3333333333333335
1973,secret_intelligence_service,1,40,75,0.025,0.013333333333333334,1.0,0.08333333333333333,40,12,28,0.0,0.0,0.08333333333333333,
1973,social_worker,1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
1973,spanish_civil_war_(1936-39),1,40,75,0.025,0.013333333333333334,0.0,0.0,40,12,28,1.0,0.03571428571428571,-0.03571428571428571,0.0
