year,bucket,mean_polkw_top20,mean_polkw_21_100,gap_polkw,mean_polshare_top20,mean_polshare_21_100,gap_polshare,mean_totalkw_top20,mean_totalkw_21_100
1990,action,2.142857142857143,1.0476190476190477,1.0952380952380951,0.12772893772893773,0.16511477940049368,-0.03738584167155595,17.571428571428573,8.666666666666666
1990,non_action,0.8461538461538461,0.4406779661016949,0.40547588005215124,0.06024273614771352,0.05127173424780604,0.008971001899907481,15.307692307692308,8.932203389830509
1991,action,1.1428571428571428,1.0416666666666667,0.10119047619047605,0.06420068027210883,0.12410113035113036,-0.05990045007902153,14.571428571428571,7.875
1991,non_action,1.1538461538461537,0.32142857142857145,0.8324175824175823,0.07278971028971029,0.039019317322888755,0.033770392966821536,12.76923076923077,8.5
1992,action,3.0,0.8095238095238095,2.1904761904761907,0.18443500943500943,0.10160672660672661,0.08282828282828282,15.5,8.80952380952381
1992,non_action,0.7142857142857143,0.5423728813559322,0.1719128329297821,0.042176870748299324,0.06778535167444527,-0.025608480926145948,12.5,8.76271186440678
1993,action,1.8,0.5217391304347826,1.2782608695652176,0.18643578643578645,0.06275205851864891,0.12368372791713754,12.6,10.173913043478262
1993,non_action,1.4,0.43859649122807015,0.9614035087719297,0.1391635771635772,0.04203399695686447,0.09712958020671272,12.4,9.350877192982455
1994,action,2.625,0.75,1.875,0.11623376623376622,0.05689777282386308,0.059335993409903136,17.375,12.041666666666666
1994,non_action,0.75,0.5535714285714286,0.1964285714285714,0.042760942760942756,0.06590439060239481,-0.02314344784145205,16.666666666666668,9.303571428571429
1995,action,2.0,0.7083333333333334,1.2916666666666665,0.12444940476190476,0.05154646215211231,0.07290294260979245,14.75,10.208333333333334
1995,non_action,0.5,0.625,-0.125,0.013621031746031747,0.05496558039661487,-0.041344548650583124,19.833333333333332,9.767857142857142
1996,action,3.0,1.0869565217391304,1.9130434782608696,0.14934062850729518,0.07316945814110276,0.07617117036619242,19.666666666666668,11.391304347826088
1996,non_action,1.2727272727272727,0.8245614035087719,0.44816586921850077,0.08518639513221556,0.09572752077131254,-0.010541125639096982,13.909090909090908,9.0
1997,action,3.6666666666666665,2.4166666666666665,1.25,0.15889497973621947,0.16291550225373755,-0.0040205225175180825,23.0,12.583333333333334
1997,non_action,0.7272727272727273,0.9107142857142857,-0.1834415584415584,0.04645354645354645,0.0673983391243393,-0.020944792670792856,17.09090909090909,10.982142857142858
1998,action,2.4285714285714284,1.15,1.2785714285714285,0.15075876504447933,0.09572663809620331,0.055032126948276014,17.0,14.55
1998,non_action,1.1538461538461537,0.6666666666666666,0.4871794871794871,0.0557500259524551,0.060540462623795956,-0.004790436671340853,13.461538461538462,10.133333333333333
1999,action,0.6666666666666666,1.3333333333333333,-0.6666666666666666,0.07305194805194805,0.10489185927782418,-0.031839911225876136,15.0,14.0
1999,non_action,0.7857142857142857,0.6764705882352942,0.10924369747899154,0.04114873222016079,0.05223542956006094,-0.01108669733990015,16.214285714285715,11.161764705882353
2000,action,1.2,0.5294117647058824,0.6705882352941176,0.07556998556998556,0.05312432665373841,0.022445658916247155,16.4,9.941176470588236
2000,non_action,0.6,0.7936507936507936,-0.19365079365079363,0.0711147186147186,0.06782908009098486,0.0032856385237337443,11.0,11.53968253968254
2001,action,0.5714285714285714,1.7083333333333333,-1.1369047619047619,0.03835978835978836,0.17474093584290953,-0.1363811474831212,14.714285714285714,10.666666666666666
2001,non_action,0.8461538461538461,0.375,0.47115384615384615,0.05533339672420406,0.04193501517279712,0.013398381551406935,16.846153846153847,9.910714285714286
2002,action,2.375,2.3157894736842106,0.05921052631578938,0.12265338827838827,0.18053474733041294,-0.05788135905202467,19.375,13.157894736842104
2002,non_action,0.9166666666666666,0.6557377049180327,0.2609289617486339,0.07314814814814814,0.0579027180070058,0.015245430141142345,14.166666666666666,11.491803278688524
2003,action,1.5833333333333333,1.3703703703703705,0.2129629629629628,0.071580319425147,0.15028037805815583,-0.07870005863300883,19.916666666666668,11.296296296296296
2003,non_action,0.75,0.6226415094339622,0.12735849056603776,0.04886363636363636,0.04961946245855301,-0.000755826094916652,14.25,11.79245283018868
2004,action,1.1111111111111112,1.0,0.11111111111111116,0.03678913678913679,0.09052538406667014,-0.05373624727753335,22.0,11.607142857142858
2004,non_action,0.8181818181818182,0.6346153846153846,0.18356643356643365,0.06789615613145025,0.04552478945246504,0.022371366678985212,14.0,12.307692307692308
2005,action,0.75,1.875,-1.125,0.05406923639020826,0.15442370129870134,-0.10035446490849308,15.125,13.5625
2005,non_action,0.4166666666666667,0.6875,-0.2708333333333333,0.028427128427128422,0.04876186884204978,-0.020334740414921355,12.5,12.625
2006,action,0.7142857142857143,1.4,-0.6857142857142856,0.040630797773654914,0.130706929236341,-0.09007613146268609,16.142857142857142,12.4
2006,non_action,0.46153846153846156,0.6666666666666666,-0.20512820512820507,0.029144912402830955,0.038491189323232665,-0.00934627692040171,13.615384615384615,13.2
2007,action,1.8888888888888888,1.6470588235294117,0.24183006535947715,0.0774439026073013,0.10281441125094375,-0.025370508643642445,22.11111111111111,13.588235294117647
2007,non_action,0.9090909090909091,0.49206349206349204,0.417027417027417,0.05504041413132322,0.03679606115161184,0.01824435297971138,16.272727272727273,12.253968253968255
2008,action,0.3333333333333333,1.5185185185185186,-1.1851851851851853,0.03787878787878788,0.12717810282606315,-0.08929931494727528,13.555555555555555,10.962962962962964
2008,non_action,0.36363636363636365,0.7169811320754716,-0.353344768439108,0.026364119665555075,0.04698015318145,-0.020616033515894923,14.090909090909092,12.169811320754716
2009,action,1.0,1.0526315789473684,-0.05263157894736836,0.07314814814814814,0.0780701754385965,-0.004922027290448355,15.333333333333334,9.947368421052632
2009,non_action,0.45454545454545453,0.5409836065573771,-0.08643815201192256,0.027450980392156862,0.044875716748020454,-0.017424736355863592,11.0,10.344262295081966
2010,action,0.4444444444444444,1.4074074074074074,-0.962962962962963,0.02859927596769702,0.12758125377406423,-0.09898197780636722,11.666666666666666,10.925925925925926
2010,non_action,0.45454545454545453,0.49056603773584906,-0.03602058319039453,0.027366194411648958,0.05711284522605277,-0.02974665081440381,16.272727272727273,8.566037735849056
2011,action,2.4444444444444446,0.72,1.7244444444444447,0.14642456309122975,0.07033715699505173,0.07608740609617802,15.0,11.28
2011,non_action,0.18181818181818182,0.7090909090909091,-0.5272727272727273,0.028787878787878786,0.05792881475524603,-0.02914093596736724,9.272727272727273,12.436363636363636
2012,action,1.375,1.08,0.29499999999999993,0.12123081140350876,0.09239264386728889,0.028838167536219872,17.125,11.0
2012,non_action,0.5,0.6727272727272727,-0.17272727272727273,0.024773755656108603,0.05223291859655496,-0.02745916294044636,16.333333333333332,11.327272727272728
2013,action,1.0833333333333333,1.1379310344827587,-0.054597701149425415,0.09368027805527805,0.12034880827984278,-0.026668530224564724,10.916666666666666,9.310344827586206
2013,non_action,0.875,0.39215686274509803,0.48284313725490197,0.04403409090909091,0.044911863735393145,-0.0008777728263022339,13.5,8.72549019607843
2014,action,0.8,2.04,-1.24,0.07497835497835498,0.15621981877771351,-0.08124146379935854,13.133333333333333,13.48
2014,non_action,0.8,0.5636363636363636,0.23636363636363644,0.051634615384615376,0.055934903980217804,-0.004300288595602428,15.8,9.272727272727273
2015,action,0.5454545454545454,1.03125,-0.4857954545454546,0.06706677161222617,0.10614735129001435,-0.03908057967778818,9.363636363636363,8.5625
2015,non_action,0.2222222222222222,0.8125,-0.5902777777777778,0.02821869488536155,0.05045159980504809,-0.02223290491968654,12.777777777777779,10.5
2016,action,0.4,0.9714285714285714,-0.5714285714285714,0.032499999999999994,0.12263038548752836,-0.09013038548752836,11.1,8.857142857142858
2016,non_action,0.4,0.5111111111111111,-0.11111111111111105,0.016083916083916083,0.03791362728927229,-0.02182971120535621,13.5,10.422222222222222
2017,action,0.8,1.0,-0.19999999999999996,0.05808222278810513,0.11640812210665152,-0.05832589931854639,10.733333333333333,8.71875
2017,non_action,0.0,0.6041666666666666,-0.6041666666666666,0.0,0.055922199754436595,-0.055922199754436595,12.8,10.291666666666666
2018,action,0.5,1.1111111111111112,-0.6111111111111112,0.04218312324929972,0.10745201300756857,-0.06526888975826885,12.642857142857142,9.37037037037037
2018,non_action,0.16666666666666666,0.6226415094339622,-0.4559748427672956,0.010416666666666666,0.050572342916296496,-0.04015567624962983,12.833333333333334,10.50943396226415
2019,action,0.3333333333333333,0.9642857142857143,-0.6309523809523809,0.025054466230936816,0.09215572592673435,-0.06710125969579753,10.88888888888889,9.25
2019,non_action,0.2727272727272727,0.40384615384615385,-0.13111888111888115,0.03409090909090909,0.04570976106121995,-0.011618851970310859,11.272727272727273,10.596153846153847
2020,action,1.75,0.6363636363636364,1.1136363636363638,0.1237613031091292,0.18767372977899296,-0.06391242666986377,12.916666666666666,7.636363636363637
2020,non_action,0.125,0.29310344827586204,-0.16810344827586204,0.008928571428571428,0.05431718664477285,-0.045388615216201425,8.75,6.862068965517241
2021,action,0.45454545454545453,0.9,-0.4454545454545455,0.04297520661157025,0.09949652199652201,-0.05652131538495176,9.0,8.966666666666667
2021,non_action,0.8888888888888888,0.34,0.5488888888888888,0.15353601394791327,0.03084315684315684,0.12269285710475644,12.0,9.26
2022,action,0.5384615384615384,0.6896551724137931,-0.1511936339522547,0.08669108669108669,0.08172115241080759,0.004969934280279101,8.923076923076923,8.0
2022,non_action,0.7142857142857143,0.49019607843137253,0.22408963585434177,0.04081632653061224,0.03703300705850333,0.0037833194721089147,10.571428571428571,12.627450980392156
2023,action,0.23076923076923078,0.6956521739130435,-0.4648829431438127,0.023076923076923075,0.12039337474120085,-0.09731645166427777,11.538461538461538,7.260869565217392
2023,non_action,0.7142857142857143,0.3157894736842105,0.3984962406015038,0.032380952380952385,0.019573340316374373,0.012807612064578013,12.0,11.421052631578947
