keyword,count,cum_count,cum_share
fourth_of_july,21,1885138,0.9024272318718752
familiar,21,1885159,0.9024372847018906
gallery,21,1885180,0.9024473375319058
recovering_addict,21,1885201,0.9024573903619211
female_boxing,21,1885222,0.9024674431919363
cryogenics,21,1885243,0.9024774960219516
children's_perspectives,21,1885264,0.9024875488519668
class_conflict,21,1885285,0.9024976016819821
slime,21,1885306,0.9025076545119973
former_best_friend,21,1885327,0.9025177073420126
florida_keys,21,1885348,0.9025277601720278
kashmir,21,1885369,0.9025378130020432
exodus,21,1885390,0.9025478658320584
leprosy,21,1885411,0.9025579186620737
fertility,21,1885432,0.9025679714920889
russian_spy,21,1885453,0.9025780243221042
organ_transplant,21,1885474,0.9025880771521194
boogeyman,21,1885495,0.9025981299821347
aircraft_carrier,21,1885516,0.9026081828121499
old_testament,21,1885537,0.9026182356421653
eugenics,21,1885558,0.9026282884721805
cartoon_skunk,21,1885579,0.9026383413021958
southeast_asia,21,1885600,0.902648394132211
method_acting,21,1885621,0.9026584469622263
grave_digging,21,1885642,0.9026684997922415
overweight,21,1885663,0.9026785526222568
foot,21,1885684,0.902688605452272
hooker,21,1885705,0.9026986582822873
free_will,21,1885726,0.9027087111123026
night_watchman,21,1885747,0.9027187639423179
insult,21,1885768,0.9027288167723331
chinese_immigrant,21,1885789,0.9027388696023484
militia,21,1885810,0.9027489224323636
sex_therapy,21,1885831,0.9027589752623789
memoirs,21,1885852,0.9027690280923941
warlock,21,1885873,0.9027790809224094
cartoon_turtle,21,1885894,0.9027891337524246
blue_collar_worker,21,1885915,0.90279918658244
silicon_valley,21,1885936,0.9028092394124552
sexual_predator,21,1885957,0.9028192922424705
sex_change,21,1885978,0.9028293450724857
skin,21,1885999,0.902839397902501
whaling,21,1886020,0.9028494507325162
cliff,21,1886041,0.9028595035625315
seagull,21,1886062,0.9028695563925467
the_old_west,21,1886083,0.902879609222562
socially_deprived_family,21,1886104,0.9028896620525773
perfect_crime,21,1886125,0.9028997148825926
aggression,21,1886146,0.9029097677126078
optimistic,21,1886167,0.9029198205426231
dance_teacher,21,1886188,0.9029298733726383
shogun,21,1886209,0.9029399262026535
town,21,1886230,0.9029499790326688
mortuary,21,1886251,0.902960031862684
denunciation,21,1886272,0.9029700846926993
socially_awkward,21,1886293,0.9029801375227146
aftermath,21,1886314,0.9029901903527299
dressmaker,21,1886335,0.9030002431827451
absent_father,21,1886356,0.9030102960127604
gas,21,1886377,0.9030203488427756
evil_alien,21,1886398,0.9030304016727909
fly_fishing,21,1886419,0.9030404545028061
modern_fairy_tale,21,1886440,0.9030505073328214
manipulation_of_the_media,21,1886461,0.9030605601628366
elvis_presley,21,1886482,0.903070612992852
incest_overtones,21,1886503,0.9030806658228672
cross_country_trip,21,1886524,0.9030907186528825
corporate_world,21,1886545,0.9031007714828977
fine_art,21,1886566,0.903110824312913
neurotic,21,1886587,0.9031208771429282
kingpin,21,1886608,0.9031309299729435
kuwait,21,1886629,0.9031409828029587
new_french_extremism,21,1886650,0.903151035632974
prison_sentence,21,1886671,0.9031610884629893
lake_house,21,1886692,0.9031711412930046
self_expression,21,1886713,0.9031811941230198
projectionist,21,1886734,0.9031912469530351
presidential_candidate,21,1886755,0.9032012997830503
wildfire,21,1886776,0.9032113526130656
bali,21,1886797,0.9032214054430808
what_if,21,1886818,0.9032314582730961
martin_luther_king,21,1886839,0.9032415111031113
fashion_model,21,1886860,0.9032515639331267
self_mutilation,21,1886881,0.9032616167631419
existential_crisis,21,1886902,0.9032716695931572
underage_drinking,21,1886923,0.9032817224231724
henry_viii,21,1886944,0.9032917752531877
dirt_bike,21,1886965,0.9033018280832029
slender_man,21,1886986,0.9033118809132182
record_label,21,1887007,0.9033219337432334
doping,21,1887028,0.9033319865732488
statue_of_liberty,21,1887049,0.903342039403264
community_service,21,1887070,0.9033520922332793
bulldog,21,1887091,0.9033621450632945
water_skiing,21,1887112,0.9033721978933098
mixed_race,21,1887133,0.903382250723325
witness_to_a_crime,21,1887154,0.9033923035533403
counterfeit_money,21,1887175,0.9034023563833555
traumatized_man,21,1887196,0.9034124092133708
business_ethics,21,1887217,0.903422462043386
neglect,21,1887238,0.9034325148734014
tortoise,21,1887259,0.9034425677034166
miscarriage_of_justice,21,1887280,0.9034526205334319
frustration,21,1887301,0.9034626733634471
park_ranger,21,1887322,0.9034727261934624
mali,21,1887343,0.9034827790234776
marine_biologist,21,1887364,0.9034928318534929
family_curse,21,1887385,0.9035028846835081
adult_child_friendship,21,1887406,0.9035129375135235
supernatural_phenomena,21,1887427,0.9035229903435387
carpenter,21,1887448,0.903533043173554
paleontologist,21,1887469,0.9035430960035692
far_right,21,1887490,0.9035531488335845
prospector,21,1887511,0.9035632016635997
loveless_marriage,21,1887532,0.903573254493615
intellectual,21,1887553,0.9035833073236302
loch_ness_monster,21,1887574,0.9035933601536456
season,21,1887595,0.9036034129836608
field,21,1887616,0.9036134658136761
exhibition,21,1887637,0.9036235186436913
mother_daughter_estrangement,21,1887658,0.9036335714737066
band_singer,21,1887679,0.9036436243037218
gwangju_uprising,21,1887700,0.9036536771337371
estranged_family_member,21,1887721,0.9036637299637523
rowing,21,1887742,0.9036737827937676
marine_life,21,1887763,0.9036838356237828
saint-tropez,21,1887784,0.9036938884537982
remote_village,21,1887805,0.9037039412838134
kansas_city,21,1887826,0.9037139941138287
african_history,21,1887847,0.9037240469438439
natural_resources,21,1887868,0.9037340997738592
spanish_inquisition,21,1887889,0.9037441526038744
estrangement,21,1887910,0.9037542054338897
giant_bird,21,1887931,0.9037642582639049
diplomacy,21,1887952,0.9037743110939203
political_protest,21,1887973,0.9037843639239355
hamburger,21,1887994,0.9037944167539508
cosmonaut,21,1888015,0.903804469583966
landlord_tenant_relationship,21,1888036,0.9038145224139813
indochina,21,1888057,0.9038245752439965
elephants,21,1888078,0.9038346280740118
amateur_football_(soccer),21,1888099,0.903844680904027
undressing,21,1888120,0.9038547337340423
house_of_horrors,21,1888141,0.9038647865640576
cattleman,21,1888162,0.9038748393940729
merchant,21,1888183,0.9038848922240881
killer_santa_claus,21,1888204,0.9038949450541034
nude,21,1888225,0.9039049978841186
aerial_photography,21,1888246,0.9039150507141339
production,21,1888267,0.9039251035441491
mail_order_bride,21,1888288,0.9039351563741644
nashville,21,1888309,0.9039452092041796
wildlife_photographer,21,1888330,0.903955262034195
knife_throwing,21,1888351,0.9039653148642102
secret_relationship,21,1888372,0.9039753676942255
sesame_street,21,1888393,0.9039854205242407
devon,21,1888414,0.903995473354256
drag_show,21,1888435,0.9040055261842712
