keyword,count,is_political,matched_rule
amazon_rainforest,183,False,
performance_art,183,False,
chef,182,False,
schizophrenia,182,False,
alt_girls,182,False,
hiv,181,False,
theatre,181,False,
swimming,181,False,
protest,181,True,labor_collective_action
post_world_war_ii,181,True,war_security_intel
public_sex,181,False,
ufc,181,False,
alaska,180,False,
satanism,180,False,
arizona,180,False,
guilt,180,False,
social_satire,180,False,
sex_education,180,False,
mansion,179,False,
manhattan,179,False,
super_8mm_footage,179,False,
blood,179,False,
montreal,179,False,
sexual_humiliation,179,False,
brooklyn,178,False,
government,178,True,institutions_elections_law
earthquake,178,False,
bomb,178,False,
growing_up,178,False,
9/11,177,False,
mind_control,177,False,
abuse,177,False,
group_of_friends,177,False,
psychedelic,177,False,
carnival,176,False,
aviation,176,False,
hell,176,False,
unemployment,176,True,economy_finance_crisis
sci-fi,176,False,
based_on_young_adult_novel,175,False,
1900s,175,False,
waitress,174,False,
legend,174,False,
deaf,174,False,
survival_horror,174,False,
buddy_comedy,174,False,
barcelona,174,False,
judge,174,True,institutions_elections_law
fisherman,174,False,
lingerie,174,False,
strap-on,174,False,
gay_pink_film,174,False,
hope,173,False,
end_of_the_world,173,False,
wolf,173,False,
terminal_illness,173,False,
fake_documentary,173,False,
anxiety,173,False,
civil_rights,173,True,migration_police_civilrights
fugitive,172,False,
dramatic,172,False,
working_class,172,True,labor_collective_action
angel,172,False,
oil,172,False,
pop_culture,172,False,
brothers,172,False,
murder_investigation,171,False,
orchestra,171,False,
heroin,170,False,
peru,170,False,
indonesia,170,False,
tv_movie,170,False,
android,169,False,
massacre,169,False,
morocco,169,False,
cabin,169,False,
iceland,169,False,
biographical,169,False,
guitar,168,False,
new_orleans,168,False,
urban_legend,168,False,
reunion,168,False,
arabian,168,False,
christian_faith,168,False,
tokusatsu,168,False,
safe_sex,168,False,
war_veteran,167,True,war_security_intel
time_loop,167,False,
based_on_memoir_or_autobiography,167,False,
helicopter,167,False,
puerto_rico,167,False,
son,167,False,
indigenous_peoples,167,False,
foot_fetish,167,False,
buddhism,167,False,
stepsiblings,167,False,
toronto,166,False,
social_media_influencer,166,False,
inventor,165,False,
himalaya_mountain_range,165,False,
exercise,165,False,
middle_ages_(476-1453),165,False,
erotic,165,False,
vietnam_veteran,164,True,war_security_intel
conspiracy_theory,164,False,
afterlife,164,False,
magic_realism,164,False,
